Date,ADANIENT.NS,BAJFINANCE.NS,BHARTIARTL.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,MARUTI.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS,^NSEI
2020-01-21,222.06747436523438,4069.682373046875,493.279296875,119.19205474853516,536.4320068359375,2017.6319580078125,752.0868530273438,494.1446533203125,1194.54931640625,2062.908447265625,7011.8173828125,88.66967010498047,86.67341613769531,82.4776382446289,22493.9921875,422.42596435546875,190.2183074951172,1148.998046875,4376.294921875,116.66964721679688,12169.849609375
2020-01-22,223.70143127441406,4073.22314453125,495.9300231933594,113.14842224121094,536.71240234375,2021.7952880859375,772.7981567382812,499.72869873046875,1191.189453125,2063.2099609375,6851.42041015625,84.88521575927734,82.18971252441406,82.2514877319336,22555.92578125,421.3873291015625,184.45413208007812,1150.4146728515625,4369.85302734375,116.0794448852539,12106.900390625
2020-01-23,227.36538696289062,4057.095703125,504.7497863769531,112.47037506103516,532.523193359375,2004.140625,788.392578125,506.7510681152344,1195.0294189453125,2089.6123046875,6862.46240234375,85.90701293945312,83.17825317382812,83.03270721435547,22617.03125,424.7391662597656,187.23683166503906,1176.2530517578125,4418.11962890625,117.42509460449219,12180.349609375
2020-01-24,227.51394653320312,4124.6513671875,505.3281555175781,114.35714721679688,531.3401489257812,2005.5826416015625,801.160400390625,515.8767700195312,1194.741455078125,2123.06640625,6844.55517578125,86.8531265258789,83.56659698486328,80.97691345214844,22671.515625,422.8035583496094,185.3485565185547,1199.4537353515625,4531.68603515625,117.37769317626953,12248.25
2020-01-27,228.30616760253906,4095.003662109375,495.83367919921875,114.00337982177734,558.9202880859375,2021.3355712890625,792.4859619140625,513.0328979492188,1164.6458740234375,2111.972900390625,6864.09375,85.64210510253906,82.78990173339844,79.35286712646484,23126.03125,423.3701171875,181.07510375976562,1185.728515625,4565.068359375,116.3110580444336,12119.0
2020-01-28,227.6624755859375,4142.84375,473.5191955566406,111.52693939208984,558.9903564453125,2020.51611328125,788.392578125,510.5711364746094,1174.245849609375,2123.238525390625,6718.38818359375,84.80950927734375,82.33092498779297,78.30443572998047,22972.712890625,427.6189880371094,175.01278686523438,1167.3634033203125,4498.7919921875,115.69476318359375,12055.7998046875
2020-01-29,230.0391387939453,4345.4130859375,472.5552978515625,112.6472396850586,551.8214111328125,1934.8150634765625,781.9597778320312,516.8529663085938,1186.3895263671875,2138.2890625,6731.1103515625,85.67993927001953,83.07233428955078,79.1061782836914,23035.630859375,424.9752502441406,186.88900756835938,1158.766845703125,4458.92041015625,116.9747314453125,12129.5
2020-01-30,229.2469024658203,4291.6240234375,472.1215515136719,110.81941986083984,552.978271484375,1949.0010986328125,771.18994140625,516.0040283203125,1176.981689453125,2134.8056640625,6740.8564453125,86.02054595947266,81.62482452392578,79.92847442626953,23015.1484375,417.42181396484375,185.0504150390625,1151.9775390625,4378.68603515625,114.10665893554688,12035.7998046875
2020-01-31,227.2168426513672,4293.197265625,478.5315246582031,107.13427734375,545.9058227539062,1944.114501953125,759.153076171875,502.0397033691406,1177.2218017578125,2151.619140625,6638.16552734375,85.4150390625,76.92928314208984,76.82426452636719,22546.322265625,410.05718994140625,175.5096893310547,1160.2811279296875,4310.4580078125,112.25782012939453,11962.099609375
2020-02-03,218.7500762939453,4286.75634765625,491.6406555175781,105.33592224121094,551.102783203125,1905.225830078125,760.6151123046875,491.5983581542969,1145.0623779296875,2043.5152587890625,6732.0703125,83.4471206665039,73.04574584960938,77.02983856201172,22801.70703125,394.2421875,162.83840942382812,1158.96240234375,4266.09521484375,112.5422592163086,11707.900390625
2020-02-04,223.2557830810547,4443.99365234375,500.1712341308594,107.60599517822266,568.2275390625,1869.696044921875,773.5778198242188,497.8800354003906,1180.581787109375,2117.390380859375,6912.87158203125,84.77167510986328,74.95220947265625,79.90791320800781,23995.228515625,401.89007568359375,164.67698669433594,1246.294921875,4367.2177734375,113.8933334350586,11979.650390625
2020-02-05,233.95069885253906,4452.794921875,514.0996704101562,105.68973541259766,549.2097778320312,1867.242919921875,779.62060546875,505.60504150390625,1194.8372802734375,2041.0218505859375,6760.49169921875,84.16617584228516,75.41117858886719,77.85214233398438,24395.107421875,402.45660400390625,182.6155548095703,1250.2510986328125,4364.8251953125,114.8414535522461,12089.150390625
2020-02-06,234.19827270507812,4588.64404296875,527.0642700195312,106.1024398803711,553.6968994140625,1953.8782958984375,780.6928100585938,509.0855712890625,1190.1815185546875,2073.744873046875,6741.9609375,84.77167510986328,75.72891998291016,79.3117446899414,24511.96875,406.6109313964844,177.7458038330078,1230.1763916015625,4358.09130859375,115.50513458251953,12137.9501953125
2020-02-07,237.16905212402344,4576.79443359375,519.9795532226562,109.10950469970703,555.0552978515625,1891.1260986328125,767.6812133789062,515.8767700195312,1192.4853515625,2101.39404296875,6694.09619140625,87.4964828491211,77.14110565185547,78.28385925292969,24419.3125,406.7525939941406,172.52821350097656,1245.5133056640625,4364.8251953125,115.6473617553711,12098.349609375
2020-02-10,242.12037658691406,4643.12109375,519.2565307617188,105.453857421875,551.9703979492188,1826.0596923828125,738.3443603515625,513.4996948242188,1190.66162109375,2051.72900390625,6618.38623046875,85.90701293945312,74.98750305175781,76.7214584350586,24461.9453125,396.8386535644531,167.8572235107422,1228.125,4308.16455078125,114.20147705078125,12031.5
2020-02-11,242.91259765625,4670.26171875,515.0153198242188,105.7486801147461,559.3497314453125,1821.46044921875,740.0499877929688,518.3809204101562,1190.949462890625,2060.973876953125,6753.62646484375,88.4426040649414,75.41117858886719,77.91382598876953,24316.7109375,395.18634033203125,168.7019805908203,1241.3128662109375,4359.60400390625,114.36739349365234,12107.900390625
2020-02-12,247.26974487304688,4689.28955078125,520.1240844726562,106.30880737304688,560.138427734375,1847.197509765625,736.2001342773438,521.309814453125,1199.01318359375,2083.85009765625,6762.79638671875,88.40475463867188,75.34056091308594,77.85214233398438,24195.681640625,391.45684814453125,169.8945770263672,1239.6519775390625,4347.20751953125,115.8843994140625,12201.2001953125
2020-02-13,249.0027313232422,4715.49609375,520.4614868164062,104.83477020263672,582.7318115234375,1854.6187744140625,733.1787109375,519.9090576171875,1191.717529296875,2071.724365234375,6726.0693359375,87.15589141845703,74.38733673095703,78.34554290771484,24123.306640625,395.5641174316406,168.45352172851562,1268.0789794921875,4344.03564453125,115.55254364013672,12174.650390625
2020-02-14,253.65699768066406,4702.1220703125,544.6073608398438,103.03640747070312,579.1737060546875,1792.1683349609375,724.2119750976562,527.7188720703125,1170.5498046875,2026.6168212890625,6638.453125,85.30150604248047,72.93983459472656,75.69358825683594,23944.462890625,395.18634033203125,168.05601501464844,1263.5364990234375,4328.271484375,115.14960479736328,12113.4501953125
2020-02-17,250.0425262451172,4697.10693359375,544.4627075195312,98.96802520751953,577.6400146484375,1776.10400390625,718.7052612304688,520.7578735351562,1168.4378662109375,2019.4085693359375,6631.68505859375,83.4849624633789,70.57440948486328,75.48800659179688,23547.033203125,388.3867492675781,168.05601501464844,1285.614013671875,4343.40087890625,115.57625579833984,12045.7998046875
2020-02-18,247.02218627929688,4678.767578125,528.4618530273438,101.32650756835938,569.8927001953125,1797.6109619140625,705.5474243164062,515.324951171875,1164.694091796875,1992.257080078125,6511.0390625,82.95513916015625,70.11544799804688,76.06363677978516,23301.25,388.6244812011719,160.60231018066406,1280.6806640625,4368.6328125,115.69476318359375,11992.5
2020-02-19,251.52792358398438,4796.81884765625,523.7869262695312,104.80529022216797,574.5902099609375,1808.61572265625,737.9544677734375,514.2213134765625,1178.085693359375,1991.32861328125,6487.51416015625,84.80950927734375,71.8100814819336,77.09151458740234,24042.119140625,383.7744140625,157.07421875,1298.8507080078125,4366.0947265625,117.37769317626953,12125.900390625
2020-02-20,256.1326599121094,4799.1787109375,525.9075927734375,105.7486801147461,570.5850219726562,1806.07177734375,732.2528076171875,516.1738891601562,1168.3900146484375,1981.2906494140625,6488.474609375,84.27970123291016,72.58678436279297,77.81104278564453,23918.787109375,385.10577392578125,157.5214385986328,1292.256591796875,4322.171875,116.47697448730469,12080.849609375
2020-02-24,244.8436279296875,4723.953125,510.7742004394531,103.09539794921875,556.7380981445312,1719.9586181640625,706.5220336914062,505.2229919433594,1161.5260009765625,1931.7197265625,6212.71240234375,83.03083038330078,69.23283386230469,76.5158920288086,23460.244140625,378.353759765625,149.7198944091797,1250.300048828125,4289.86279296875,115.76587677001953,11829.400390625
2020-02-25,244.05140686035156,4745.5869140625,515.9310913085938,103.24278259277344,541.068115234375,1679.9393310546875,702.1361694335938,494.4419250488281,1152.262451171875,1931.6754150390625,6159.08642578125,83.3335952758789,68.8797836303711,76.53645324707031,23204.740234375,369.84234619140625,148.9745330810547,1230.957763671875,4240.0830078125,115.71846771240234,11797.900390625
2020-02-26,240.4369354248047,4729.9013671875,516.6058959960938,102.47626495361328,539.0436401367188,1643.9735107421875,684.9823608398438,495.4181823730469,1151.2542724609375,1894.8843994140625,5986.54345703125,82.57669830322266,67.64411163330078,76.41310119628906,23099.505859375,356.3382263183594,143.65756225585938,1226.073486328125,4237.64306640625,113.72740936279297,11678.5
2020-02-27,231.87110900878906,4680.53759765625,512.4610595703125,102.65316009521484,537.5888061523438,1634.051513671875,694.777587890625,486.4623718261719,1151.4462890625,1866.31787109375,6039.30517578125,82.53886413574219,65.91417694091797,76.6597900390625,23441.494140625,369.4619140625,144.35324096679688,1248.3463134765625,4218.267578125,109.7927017211914,11633.2998046875
2020-02-28,216.52197265625,4391.48291015625,504.605224609375,99.29230499267578,513.0585327148438,1590.8319091796875,669.77783203125,453.60986328125,1130.5186767578125,1814.5799560546875,6032.87158203125,80.64662170410156,64.92562866210938,74.62458801269531,22317.68359375,354.6263732910156,128.15386962890625,1225.4874267578125,4118.65869140625,104.98098754882812,11201.75
2020-03-02,216.4724578857422,4288.1328125,499.64111328125,99.85246276855469,509.2812805175781,1630.2186279296875,651.5032348632812,466.6405334472656,1132.3907470703125,1747.099853515625,6034.84033203125,78.64087677001953,62.91326141357422,75.4468994140625,22682.94921875,351.39300537109375,124.62579345703125,1215.376708984375,4042.622802734375,104.6728286743164,11132.75
2020-03-03,223.5528564453125,4389.99609375,502.00262451171875,105.07061004638672,533.4960327148438,1714.0657958984375,682.3021240234375,479.6711730957031,1134.5028076171875,1817.3218994140625,6131.72119140625,82.42532348632812,65.91417694091797,78.818359375,23225.513671875,374.2644348144531,129.5452423095703,1218.1610107421875,4197.0380859375,106.04761505126953,11303.2998046875
2020-03-04,218.9481201171875,4224.708984375,498.0988464355469,105.01164245605469,555.870361328125,1653.2921142578125,672.0195922851562,478.0156555175781,1102.8714599609375,1809.8043212890625,6130.08935546875,81.70628356933594,65.52581787109375,81.01805114746094,22893.619140625,385.5813293457031,125.42085266113281,1222.0194091796875,4072.978515625,108.4890365600586,11251.0
2020-03-05,219.59178161621094,4268.3720703125,507.8824768066406,104.45148468017578,558.1665649414062,1703.2283935546875,663.0527954101562,489.3061828613281,1105.2713623046875,1825.32568359375,6112.42236328125,81.6305923461914,65.38459014892578,80.5657730102539,22706.771484375,385.0582580566406,124.9736328125,1230.02978515625,4104.94482421875,108.8919906616211,11269.0
2020-03-06,212.65992736816406,4165.03076171875,500.4122009277344,99.49866485595703,555.80029296875,1700.181396484375,648.1893920898438,480.6473388671875,1089.479736328125,1802.684814453125,6189.23583984375,79.58699035644531,62.48960876464844,78.36610412597656,22750.33203125,381.2542724609375,113.49494171142578,1213.862548828125,4068.147216796875,105.97650146484375,10989.4501953125
2020-03-09,197.75640869140625,3968.845458984375,478.3387451171875,93.13075256347656,536.5721435546875,1713.8115234375,618.5113525390625,458.7882385253906,1062.984375,1729.9425048828125,5954.13720703125,77.88397979736328,52.63955307006836,74.39845275878906,21519.517578125,374.0742492675781,105.04741668701172,1175.617919921875,3999.33349609375,101.63883209228516,10451.4501953125
2020-03-11,193.84483337402344,3972.639892578125,475.9772033691406,99.05648040771484,525.9415283203125,1701.144287109375,609.3984985351562,455.6896667480469,1069.22412109375,1800.6949462890625,5901.51953125,77.99751281738281,50.62717056274414,74.58345794677734,21553.724609375,367.036865234375,98.2894058227539,1160.1834716796875,3897.869873046875,101.0225601196289,10458.400390625
2020-03-12,160.57183837890625,3680.6044921875,448.16845703125,91.12605285644531,499.6147155761719,1617.2208251953125,545.656494140625,418.8049621582031,980.4260864257812,1686.7391357421875,5418.408203125,71.41256713867188,44.13107681274414,68.29280090332031,19957.58984375,337.4132995605469,87.45669555664062,1051.8482666015625,3575.862060546875,94.38568878173828,9590.150390625
2020-03-13,147.30227661132812,3895.664306640625,474.0975646972656,90.86072540283203,505.69683837890625,1693.33984375,589.6131591796875,418.4228820800781,1026.985107421875,1666.1767578125,5606.07470703125,74.21306610107422,46.531803131103516,69.03288269042969,20976.166015625,365.3726501464844,89.19589233398438,1059.2724609375,3698.261962890625,93.57979583740234,9955.2001953125
2020-03-16,133.38902282714844,3619.39794921875,448.02386474609375,84.8465805053711,495.5043640136719,1580.421142578125,562.2742919921875,382.599365234375,959.4985961914062,1577.3382568359375,5261.9951171875,68.7256088256836,42.471744537353516,67.33198547363281,19843.94140625,350.4895324707031,82.43787384033203,987.960693359375,3433.891357421875,85.21260070800781,9197.400390625
2020-03-17,132.1016387939453,3395.27099609375,438.2884216308594,86.02580261230469,487.48529052734375,1634.789306640625,541.5629272460938,382.5569152832031,936.0750732421875,1628.32421875,5380.76953125,66.6820068359375,42.36582565307617,69.05846405029297,19693.765625,352.0111083984375,77.46874237060547,977.8500366210938,3387.43017578125,82.06008911132812,8967.0498046875
2020-03-18,128.9328155517578,3017.290283203125,410.1905517578125,85.52464294433594,467.7226257324219,1528.7216796875,513.6881103515625,368.6349792480469,841.8052368164062,1486.819091796875,5139.47705078125,60.96749496459961,48.12052536010742,61.449241638183594,18993.3046875,344.9737548828125,75.03387451171875,909.224609375,3224.52294921875,80.56678771972656,8468.7998046875
2020-03-19,127.64545440673828,2706.57763671875,428.69757080078125,79.41804504394531,459.92279052734375,1453.1314697265625,478.6007385253906,350.9778137207031,859.7088623046875,1514.501220703125,4627.60791015625,59.30232620239258,43.10723114013672,62.72809600830078,17455.150390625,342.73895263671875,72.4996109008789,882.6049194335938,3090.31201171875,76.96392822265625,8263.4501953125
2020-03-20,136.35983276367188,2909.415283203125,445.9514465332031,85.36394500732422,507.82647705078125,1514.1676025390625,515.978515625,377.67578125,847.51708984375,1605.8157958984375,4876.91796875,61.49730682373047,51.086143493652344,67.03360748291016,18609.087890625,347.351318359375,76.82276153564453,883.97265625,3488.3564453125,84.95186614990234,8745.4501953125
2020-03-23,120.59915161132812,2233.534912109375,392.64739990234375,82.18208312988281,485.2417907714844,1323.6658935546875,422.2660827636719,354.1188049316406,740.6715087890625,1429.2000732421875,4052.272216796875,57.82640075683594,45.81443786621094,65.22187805175781,16695.134765625,308.59820556640625,65.79129028320312,782.4265747070312,2981.772216796875,80.6615982055664,7610.25
2020-03-24,130.025634765625,2438.5908203125,389.4665222167969,82.18208312988281,500.9380798339844,1372.205322265625,389.9565124511719,375.25634765625,736.9755859375,1438.9727783203125,4307.7744140625,58.696815490722656,47.40732192993164,62.79204177856445,16715.408203125,318.72625732421875,68.12677764892578,797.2261962890625,2945.901123046875,83.60079193115234,7801.0498046875
2020-03-25,131.9707794189453,2548.3876953125,413.6124267578125,80.02869415283203,512.1646728515625,1401.9603271484375,439.9071960449219,388.4568176269531,822.461669921875,1474.8797607421875,4806.5849609375,60.32412338256836,46.68672180175781,64.04959106445312,17166.51953125,330.61370849609375,69.8162841796875,860.4298095703125,3151.36572265625,82.79487609863281,8317.849609375
2020-03-26,139.90098571777344,2753.4921875,453.7109375,79.22518920898438,516.8182983398438,1425.2691650390625,459.4489440917969,380.052734375,865.0366821289062,1593.611328125,4683.73095703125,60.66688537597656,49.113983154296875,67.50249481201172,17280.515625,321.7218933105469,70.3628921508789,906.8313598632812,3151.90234375,86.56367492675781,8641.4501953125
2020-03-27,127.68146514892578,2505.710693359375,432.7459411621094,84.65687561035156,511.2005310058594,1382.9541015625,449.215087890625,365.57891845703125,868.252685546875,1469.1751708984375,4461.06689453125,63.21847152709961,48.88642501831055,68.20587921142578,17390.966796875,321.67437744140625,70.26350402832031,915.3789672851562,3068.399169921875,86.9903335571289,8660.25
2020-03-30,128.37973022460938,2209.831298828125,415.4920349121094,85.58892059326172,524.8284912109375,1287.662353515625,439.07879638671875,355.6892395019531,798.3662719726562,1373.9248046875,4156.06689453125,62.26638412475586,48.05205535888672,66.35154724121094,16671.5546875,316.3963928222656,67.72925567626953,921.8264770507812,3012.079345703125,87.29846954345703,8281.099609375
2020-03-31,137.25759887695312,2183.909912109375,424.9865417480469,90.02426147460938,547.0012817382812,1264.7542724609375,464.0297546386719,370.4601135253906,827.4055786132812,1411.9102783203125,4117.515625,64.1324691772461,51.80671691894531,67.82222747802734,17272.93359375,335.0358581542969,70.61134338378906,912.1065673828125,3167.226806640625,93.2479476928711,8597.75
2020-04-01,133.6166534423828,2187.40869140625,406.1421203613281,89.63855743408203,542.4878540039062,1255.647216796875,464.0784912109375,351.0627136230469,796.4462890625,1450.116455078125,4077.236572265625,61.695133209228516,49.872501373291016,65.9039306640625,16291.7685546875,326.7146301269531,67.53047943115234,914.4021606445312,3065.519775390625,89.83470916748047,8253.7998046875
2020-04-03,128.72886657714844,2175.72900390625,408.6482849121094,88.54580688476562,551.5672607421875,1224.5928955078125,443.17230224609375,344.4837341308594,781.278564453125,1399.1746826171875,3851.739501953125,60.5907096862793,52.98242950439453,66.58598327636719,15537.849609375,357.5268859863281,64.8968505859375,842.84619140625,2968.839111328125,85.33110809326172,8083.7998046875
2020-04-07,137.8061981201172,2220.91943359375,453.2289733886719,90.0885238647461,628.0589599609375,1264.768798828125,505.403564453125,382.9813232421875,860.23681640625,1564.6912841796875,4372.29833984375,62.11405563354492,55.2958984375,67.35331726074219,16375.3447265625,396.8982238769531,66.83480072021484,925.5385131835938,3201.0478515625,90.97245025634766,8792.2001953125
2020-04-08,137.75634765625,2299.32421875,444.987548828125,88.28868865966797,645.5517578125,1270.800048828125,499.6043701171875,393.1257019042969,853.3250122070312,1611.078125,4510.9951171875,64.89413452148438,56.47160339355469,67.50249481201172,15813.6337890625,415.2998962402344,67.1826400756836,892.3248901367188,3178.54931640625,91.4465103149414,8748.75
2020-04-09,142.09552001953125,2515.123291015625,471.061279296875,90.50635528564453,634.7808837890625,1327.1812744140625,517.099365234375,398.1766662597656,888.0281372070312,1760.7640380859375,5114.5126953125,66.34130096435547,58.63337326049805,70.10286712646484,16671.408203125,432.18017578125,74.1394271850586,990.40283203125,3285.527587890625,93.2479476928711,9111.900390625
2020-04-13,145.63668823242188,2254.380615234375,493.71307373046875,93.78462219238281,656.699462890625,1294.1763916015625,530.6956787109375,389.008544921875,859.516845703125,1697.2196044921875,5072.7451171875,67.52191162109375,56.926719665527344,68.1845703125,17031.505859375,439.69293212890625,73.79158782958984,944.4898681640625,3383.184326171875,89.6924819946289,8993.849609375
2020-04-15,144.8885498046875,2151.03955078125,492.0744323730469,94.3952865600586,667.3914794921875,1285.9046630859375,521.8263549804688,406.4110107421875,828.74951171875,1613.2449951171875,4891.416015625,68.4739761352539,56.395748138427734,68.01404571533203,17855.91015625,427.1873779296875,72.44992065429688,930.0321044921875,3514.02734375,88.43622589111328,8925.2998046875
2020-04-16,142.9434051513672,2188.049072265625,482.38714599609375,94.74883270263672,676.6900024414062,1291.356201171875,529.9647216796875,390.2818908691406,844.5411376953125,1576.5865478515625,4926.46240234375,72.43464660644531,57.23011779785156,69.6552505493164,18633.94140625,440.9768371582031,74.18912506103516,962.4642944335938,3454.437744140625,89.05250549316406,8992.7998046875
2020-04-17,143.54190063476562,2274.930419921875,484.3149719238281,95.61660766601562,688.7667236328125,1426.466552734375,531.7190551757812,386.4617919921875,873.8685302734375,1623.6810302734375,5285.759765625,72.73931884765625,57.8748664855957,71.50959777832031,18651.515625,434.70025634765625,76.37553405761719,952.9398803710938,3449.509033203125,88.64954376220703,9266.75
2020-04-20,146.3349151611328,2275.029052734375,472.603515625,92.69186401367188,673.9031372070312,1372.7796630859375,508.42498779296875,398.9831237792969,907.0357055664062,1597.104736328125,5119.02587890625,75.3290023803711,56.13026809692383,70.55046844482422,18700.8828125,450.20147705078125,79.95330810546875,952.9398803710938,3432.427490234375,85.85258483886719,9261.849609375
2020-04-21,135.6116943359375,2069.52978515625,482.43536376953125,89.34931945800781,703.98974609375,1303.2979736328125,496.6317443847656,386.8438415527344,884.7642211914062,1616.29638671875,4801.92822265625,74.11033630371094,52.60316467285156,69.33555603027344,18535.056640625,449.9637145996094,74.18912506103516,915.037109375,3321.837646484375,84.40669250488281,8981.4501953125
2020-04-22,137.25759887695312,2117.332275390625,483.3028564453125,90.44206237792969,711.0709228515625,1323.4146728515625,497.4601745605469,392.5315246582031,891.4360961914062,1669.4488525390625,4974.51953125,74.33882141113281,49.569095611572266,69.14370727539062,18917.69921875,451.1049499511719,75.43140411376953,929.3971557617188,3358.830810546875,84.64372253417969,9187.2998046875
2020-04-23,140.15036010742188,2141.18359375,478.0978088378906,90.57063293457031,705.8651733398438,1358.669921875,487.7624206542969,405.5196533203125,916.7315673828125,1649.417236328125,4950.99609375,72.51081085205078,51.08613204956055,67.35331726074219,18416.240234375,454.05303955078125,75.18294525146484,891.4944458007812,3359.85595703125,85.75776672363281,9313.900390625
2020-04-24,134.31492614746094,1947.807373046875,476.4109191894531,88.063720703125,701.6058959960938,1312.3953857421875,486.3979187011719,397.3702697753906,900.5078735351562,1675.772705078125,4844.7041015625,71.13982391357422,51.2757568359375,67.84353637695312,18297.8125,461.756103515625,73.74189758300781,885.0960083007812,3228.8173828125,84.26448059082031,9154.400390625
2020-04-27,134.26504516601562,2014.631591796875,476.2181396484375,88.77078247070312,697.6621704101562,1352.020751953125,485.6181945800781,410.1037292480469,892.4920654296875,1711.5025634765625,4854.97802734375,70.3400650024414,51.920501708984375,68.03536224365234,18725.4453125,465.89288330078125,74.78541564941406,906.2940673828125,3280.256591796875,86.30294036865234,9282.2998046875
