Date,ASIANPAINT.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BPCL.BO,BRITANNIA.BO,CIPLA.BO,DIVISLAB.BO,DLF.BO,GAIL.BO,HDFCLIFE.BO,HINDALCO.BO,INDUSINDBK.BO,IOC.BO,JSWSTEEL.BO,M&M.BO,PIDILITIND.BO,SBILIFE.BO,TATACONSUM.BO,TECHM.BO,UPL.BO,^BSESN
2020-01-23,1706.63037109375,2606.44580078125,941.5278930664062,112.28073120117188,2773.085693359375,447.7951354980469,1835.4327392578125,252.909912109375,60.87045669555664,608.1394653320312,197.78819274902344,1286.4642333984375,48.78490447998047,250.48822021484375,547.6337280273438,1413.6959228515625,972.172607421875,382.1127014160156,642.7730102539062,520.9718017578125,41386.3984375
2020-01-24,1717.012451171875,2614.057861328125,951.1387939453125,111.68203735351562,2844.5205078125,441.3403015136719,1849.457763671875,254.9470977783203,60.823482513427734,599.49755859375,198.61032104492188,1270.8680419921875,48.989967346191406,255.46697998046875,548.8419799804688,1426.0753173828125,990.9063720703125,373.9454040527344,658.2393798828125,522.0287475585938,41613.19140625
2020-01-27,1717.92578125,2620.94677734375,943.5369873046875,112.38849639892578,2826.873291015625,447.650634765625,1854.922607421875,249.36892700195312,59.343997955322266,592.18896484375,191.64659118652344,1227.9906005859375,48.14919662475586,246.9185333251953,558.991455078125,1445.1090087890625,983.8687744140625,371.6605224609375,661.5416870117188,516.3591918945312,41155.12109375
2020-01-28,1709.8988037109375,2603.681396484375,951.2525024414062,115.21437072753906,2834.449462890625,447.650634765625,1882.2470703125,250.0480194091797,59.250057220458984,596.2876586914062,189.5671844482422,1212.1051025390625,48.37477111816406,239.92005920410156,553.5302124023438,1431.1639404296875,974.452392578125,370.4451599121094,663.9244384765625,515.9268188476562,40966.859375
2020-01-29,1727.01025390625,2629.196533203125,977.6072387695312,114.81922912597656,2864.75244140625,444.47137451171875,1897.0457763671875,250.96966552734375,59.29702377319336,597.472900390625,191.30809020996094,1215.0986328125,48.518314361572266,245.46246337890625,558.1698608398438,1467.6661376953125,998.73681640625,373.021728515625,672.2845458984375,520.8275756835938,41198.66015625
2020-01-30,1735.56591796875,2673.7626953125,951.010498046875,112.41244506835938,2861.0537109375,434.98175048828125,1895.15966796875,247.0406494140625,57.91147232055664,592.732177734375,187.1975860595703,1189.16943359375,48.04666519165039,241.3291473388672,547.8753662109375,1489.4400634765625,989.8655395507812,370.3965148925781,661.5834350585938,522.3170776367188,40913.8203125
2020-01-31,1725.8084716796875,2703.7001953125,932.5340576171875,109.44288635253906,2854.146240234375,430.5500183105469,1889.452880859375,252.66737365722656,56.572879791259766,591.6951293945312,182.9903564453125,1215.7261962890625,46.5291862487793,235.5519256591797,548.4070434570312,1478.528564453125,984.8599853515625,372.7786865234375,664.9693603515625,506.12530517578125,40723.48828125
2020-02-03,1795.1678466796875,2797.72314453125,897.8764038085938,110.3409423828125,2880.08203125,428.1415100097656,1906.524658203125,224.14585876464844,53.75480270385742,558.559814453125,175.83323669433594,1219.5892333984375,44.314491271972656,236.5852508544922,540.2875366210938,1530.296875,904.6715698242188,368.5977783203125,662.4195556640625,493.20068359375,39872.30859375
2020-02-04,1817.710693359375,2689.709716796875,942.4263305664062,114.63961791992188,2880.750244140625,432.1878662109375,1897.5294189453125,238.01858520507812,55.84488296508789,566.1646118164062,183.18377685546875,1228.8115234375,46.69324493408203,242.69126892089844,557.3482055664062,1523.5936279296875,903.1353149414062,369.229736328125,678.0948486328125,501.801025390625,40789.37890625
2020-02-05,1799.8782958984375,2688.178466796875,947.3330688476562,120.13569641113281,2899.4228515625,430.4536437988281,1899.802490234375,245.92501831054688,56.76074981689453,576.2386474609375,189.80897521972656,1229.149658203125,47.04185104370117,253.071533203125,564.8878173828125,1518.2110595703125,902.887451171875,383.6683654785156,680.5610961914062,516.5513916015625,41142.66015625
2020-02-06,1789.015380859375,2678.270263671875,948.9718627929688,118.59105682373047,2898.932861328125,423.61346435546875,1956.4342041015625,238.84315490722656,58.122833251953125,585.9668579101562,187.63279724121094,1288.781982421875,47.98514938354492,259.60028076171875,560.7313232421875,1519.3365478515625,911.5109252929688,381.2862548828125,683.5288696289062,515.6865844726562,41306.03125
2020-02-07,1785.6988525390625,2665.555419921875,949.5,117.62117767333984,2898.709716796875,426.9372253417969,2018.7728271484375,228.70541381835938,57.770572662353516,588.2384033203125,190.8728790283203,1254.1612548828125,48.169708251953125,262.3714599609375,549.8086547851562,1525.7952880859375,939.016845703125,385.4671325683594,688.9630126953125,521.7405395507812,41141.8515625
2020-02-10,1798.0035400390625,2640.21044921875,950.4033813476562,116.3758544921875,2812.078369140625,428.5750427246094,2019.594970703125,226.71665954589844,57.20695495605469,580.1398315429688,184.537841796875,1231.7086181640625,47.53401184082031,261.0093994140625,510.41925048828125,1543.1165771484375,944.4188842773438,381.57794189453125,680.017822265625,551.0971069335938,40979.62109375
2020-02-11,1804.54052734375,2675.931640625,960.7449340820312,115.1664810180664,2793.986083984375,434.162841796875,2078.9833984375,226.71665954589844,60.63561248779297,576.3868408203125,187.1975860595703,1247.88427734375,47.595523834228516,271.24871826171875,506.8911437988281,1549.3306884765625,931.1863403320312,379.68194580078125,685.3681640625,553.7396850585938,41216.140625
2020-02-12,1818.864501953125,2673.08203125,964.8963012695312,113.68171691894531,2796.7041015625,430.4054870605469,2051.46533203125,225.20523071289062,61.1992301940918,571.2015991210938,187.4393768310547,1233.3988037109375,47.18539810180664,275.898681640625,513.222412109375,1555.74072265625,924.5452880859375,383.9114685058594,686.6641235351562,551.4334106445312,41565.8984375
2020-02-13,1801.560546875,2666.831298828125,959.259033203125,112.34060668945312,2793.13916015625,427.32257080078125,2086.866455078125,225.5465087890625,61.1992301940918,569.8189086914062,188.93850708007812,1188.010498046875,47.082862854003906,275.5229187011719,515.445556640625,1544.7313232421875,919.3909301757812,381.4807434082031,692.2236328125,556.6224975585938,41459.7890625
2020-02-14,1804.5887451171875,2674.060546875,955.7789306640625,114.08880615234375,2759.449462890625,430.59820556640625,2076.275390625,220.6221160888672,57.582698822021484,566.806640625,187.4877471923828,1136.00732421875,47.226409912109375,271.4835510253906,505.5861511230469,1549.0860595703125,904.473388671875,385.9046630859375,697.1978759765625,568.249755859375,41257.73828125
2020-02-17,1808.578125,2615.163330078125,940.190185546875,110.48461151123047,2749.511474609375,415.90618896484375,2088.1240234375,213.99127197265625,60.15608215332031,558.9549560546875,183.90916442871094,1132.53076171875,45.83197021484375,270.5911560058594,505.24786376953125,1543.8505859375,904.968994140625,370.4937438964844,696.4872436523438,571.9013671875,41055.69140625
2020-02-18,1791.226318359375,2621.626953125,940.9306640625,112.7237548828125,2732.3544921875,419.71160888671875,2105.1474609375,212.72361755371094,60.86949920654297,555.6463012695312,178.44461059570312,1104.91162109375,46.221595764160156,267.5851135253906,505.7794494628906,1548.1563720703125,907.9425659179688,371.4660339355469,701.0436401367188,562.6763305664062,40894.37890625
2020-02-19,1813.28857421875,2627.962890625,963.3265991210938,113.93316650390625,2745.946533203125,431.0799255371094,2113.030029296875,221.30471801757812,61.073333740234375,571.9918212890625,181.92648315429688,1101.86962890625,46.816280364990234,263.6866455078125,508.4377136230469,1559.6551513671875,930.591552734375,372.4869689941406,703.0499877929688,562.340087890625,41323.0
2020-02-20,1771.5672607421875,2606.31787109375,958.5779418945312,112.91535186767578,2726.7841796875,419.6152648925781,2097.5546875,214.5763397216797,60.79305648803711,566.6585083007812,183.6190185546875,1141.22216796875,46.05754089355469,264.62603759765625,507.22943115234375,1541.648681640625,919.7874755859375,369.958984375,693.5194702148438,561.3311157226562,41170.12109375
2020-02-24,1748.3995361328125,2534.578369140625,934.5972900390625,111.26293182373047,2707.04296875,414.55731201171875,2089.9619140625,206.921630859375,59.54458236694336,553.8685302734375,173.07675170898438,1130.4063720703125,45.319305419921875,243.114013671875,495.9200134277344,1522.3212890625,908.2399291992188,359.117919921875,685.6607666015625,550.7608032226562,40363.23046875
2020-02-25,1754.648193359375,2509.190673828125,940.5753173828125,109.3111801147461,2702.0068359375,409.7884521484375,2063.26171875,211.3096923828125,58.11775588989258,563.2017211914062,168.7244415283203,1114.3271484375,45.319305419921875,246.7776336669922,492.6819152832031,1522.7615966796875,893.0249633789062,359.2637023925781,688.7122802734375,544.706787109375,40281.19921875
2020-02-26,1755.89794921875,2506.724609375,926.6597290039062,107.40728759765625,2711.454345703125,406.9945373535156,2087.379638671875,206.921630859375,55.034793853759766,550.757568359375,164.32379150390625,1096.1239013671875,44.45804214477539,245.4154815673828,486.68890380859375,1502.798095703125,883.4102783203125,355.1314697265625,678.1784057617188,541.2474975585938,39888.9609375
2020-02-27,1773.0093994140625,2498.26171875,928.7677001953125,106.34159088134766,2706.1962890625,406.0311279296875,2103.798828125,203.4599151611328,54.72904968261719,559.646240234375,162.8246612548828,1077.3406982421875,43.33018112182617,236.7731170654297,476.9261474609375,1522.174560546875,897.7332153320312,353.33270263671875,677.0079956054688,529.4760131835938,39745.66015625
2020-02-28,1728.644287109375,2458.330810546875,894.346923828125,102.07884979248047,2648.3974609375,386.76287841796875,2052.201416015625,196.29275512695312,53.276729583740234,537.2761840820312,151.21852111816406,1066.1385498046875,43.33018112182617,221.273193359375,441.1614990234375,1482.6387939453125,881.6756591796875,336.3175048828125,621.914306640625,499.6869812011719,38297.2890625
2020-03-02,1719.3677978515625,2379.44677734375,878.8025512695312,98.72611236572266,2623.263916015625,388.9305725097656,2049.911376953125,198.97434997558594,50.754310607910156,547.4488525390625,144.93185424804688,1042.913330078125,42.653465270996094,220.70953369140625,443.3847351074219,1496.290283203125,885.3927001953125,328.44189453125,630.6426391601562,494.5940246582031,38144.01953125
2020-03-03,1738.912353515625,2395.531005859375,889.9471435546875,101.75554656982422,2697.149658203125,410.12567138671875,2129.37841796875,201.65594482421875,52.614280700683594,555.942626953125,154.0717010498047,1070.9671630859375,43.76081848144531,230.71405029296875,448.6527404785156,1508.0826416015625,891.43896484375,345.3598937988281,637.718505859375,501.1764221191406,38623.69921875
2020-03-04,1785.43408203125,2407.660400390625,873.30224609375,100.04325103759766,2729.859130859375,431.32080078125,2120.12109375,198.82806396484375,54.015625,561.522705078125,155.4257354736328,1029.6832275390625,43.74030685424805,230.47921752929688,458.70550537109375,1549.6243896484375,877.8595581054688,339.3316650390625,653.353271484375,491.4709777832031,38409.48046875
2020-03-05,1810.142578125,2402.41748046875,881.7116088867188,100.2228775024414,2784.984375,424.3360290527344,2168.113037109375,197.462890625,54.44877243041992,557.424072265625,150.44479370117188,1037.8433837890625,43.0020751953125,232.076171875,463.24859619140625,1594.493408203125,878.4542236328125,338.4565734863281,638.4813232421875,496.5639343261719,38470.609375
2020-03-06,1813.0865478515625,2430.00927734375,854.11572265625,96.47498321533203,2749.734130859375,418.0738220214844,2183.07080078125,189.41810607910156,54.958351135253906,541.226806640625,145.2220001220703,979.5148315429688,41.34104919433594,224.37318420410156,455.2257385253906,1618.86083984375,848.3216552734375,334.85906982421875,627.8038940429688,493.4889221191406,37576.62109375
2020-03-09,1804.3515625,2290.40771484375,815.0179443359375,101.4920883178711,2668.629150390625,409.98114013671875,2126.26025390625,177.81411743164062,51.13649368286133,511.1037902832031,138.50009155273438,875.1221313476562,40.787376403808594,215.12017822265625,447.6378173828125,1603.790283203125,813.9268798828125,319.8857116699219,596.3649291992188,494.2096252441406,35634.94921875
2020-03-11,1817.091796875,2302.137451171875,819.1480712890625,96.91802215576172,2721.793212890625,402.2738037109375,2095.66259765625,173.86488342285156,46.066158294677734,507.44952392578125,133.47076416015625,824.374267578125,39.803070068359375,209.9535369873047,437.4400329589844,1666.2255859375,803.3705444335938,319.0106506347656,600.60205078125,496.6119689941406,35697.3984375
2020-03-12,1778.6778564453125,2076.6953125,738.4157104492188,82.65691375732422,2501.873291015625,380.404296875,1867.00634765625,152.5095977783203,40.71555709838867,466.610595703125,116.06153106689453,755.4229125976562,35.988861083984375,190.7430419921875,409.64996337890625,1558.97021484375,747.1197509765625,295.335205078125,550.6471557617188,426.223388671875,32778.140625
2020-03-13,1735.0035400390625,2097.977783203125,768.19580078125,90.14068603515625,2459.181396484375,409.64398193359375,1904.5716552734375,162.504638671875,43.1105842590332,505.5729675292969,123.0735855102539,776.427001953125,37.81393814086914,201.8278350830078,414.6280517578125,1498.66748046875,754.8511962890625,315.07281494140625,555.3927001953125,394.7527160644531,34103.48046875
2020-03-16,1624.345703125,2076.9619140625,745.2811279296875,87.37468719482422,2413.6826171875,381.8975524902344,1836.2137451171875,145.293701171875,39.798309326171875,468.092041015625,111.7575912475586,640.55224609375,36.809120178222656,174.53855895996094,378.67010498046875,1446.179443359375,713.0719604492188,291.4460144042969,512.0053100585938,361.84063720703125,31390.0703125
2020-03-17,1673.811279296875,2020.890380859375,696.5975341796875,85.45884704589844,2398.976318359375,387.0518493652344,1846.7864990234375,141.00315856933594,37.91285705566406,458.1662292480469,111.4190673828125,583.5756225585938,36.68608093261719,165.75527954101562,361.9960021972656,1532.2344970703125,681.7498779296875,276.1809387207031,504.5480651855469,337.14459228515625,30579.08984375
2020-03-18,1560.3546142578125,1932.56201171875,627.1785888671875,79.81905364990234,2227.809326171875,372.552490234375,1758.9395751953125,136.61508178710938,36.180274963378906,413.91998291015625,105.71271514892578,444.0795593261719,36.111900329589844,153.91896057128906,335.3175354003906,1475.86376953125,590.7573852539062,258.33929443359375,490.9047546386719,309.1813049316406,28869.509765625
2020-03-19,1547.179931640625,1925.8084716796875,575.2681884765625,71.90420532226562,2063.771728515625,364.6672668457031,1823.2535400390625,125.88871002197266,35.39043045043945,410.8582458496094,96.33106231689453,428.6282653808594,36.07088851928711,152.7917022705078,304.1926574707031,1422.8349609375,603.989990234375,244.14376831054688,449.5087585449219,284.82159423828125,28288.23046875
2020-03-20,1685.0555419921875,2000.851806640625,621.8370971679688,76.27473449707031,2202.496826171875,383.1634826660156,1942.6728515625,136.42002868652344,41.225135803222656,413.9693603515625,101.98907470703125,424.86199951171875,37.15773010253906,165.75527954101562,312.1672058105469,1476.207763671875,630.8516235351562,256.8322448730469,488.4896240234375,287.2239074707031,29915.9609375
2020-03-23,1446.5601806640625,1721.693359375,457.4137878417969,71.97343444824219,1901.3828125,367.5876770019531,1804.154052734375,122.91456604003906,39.798309326171875,338.31610107421875,85.06342315673828,325.008056640625,35.66877746582031,135.60089111328125,283.8938293457031,1254.6561279296875,531.1365356445312,220.32249450683594,415.6971130371094,246.33607482910156,25981.240234375
2020-03-24,1472.137451171875,1718.183349609375,446.408203125,70.08995056152344,2105.6611328125,367.6363220214844,1870.8067626953125,117.6976318359375,38.9320182800293,387.05615234375,85.88554382324219,301.6380310058594,35.16142654418945,138.41903686523438,260.2601623535156,1250.3804931640625,542.2379150390625,242.49085998535156,427.0947570800781,251.66925048828125,26674.029296875
2020-03-25,1538.541748046875,1727.6915283203125,479.0029602050781,73.04208374023438,2183.646728515625,366.7115783691406,1868.8092041015625,120.96431732177734,38.42243576049805,428.3888854980469,91.6402587890625,290.8704528808594,34.38937759399414,141.75387573242188,268.47637939453125,1247.2840576171875,581.4400634765625,269.03460693359375,448.7037353515625,281.1219787597656,28535.779296875
2020-03-26,1572.9501953125,1876.7122802734375,511.011962890625,75.44654083251953,2311.67724609375,376.3977355957031,1833.339111328125,134.66482543945312,37.19943618774414,471.4006042480469,91.44682312011719,421.9649353027344,34.433494567871094,140.62660217285156,277.90081787109375,1247.087646484375,612.7621459960938,271.7084045410156,437.0518493652344,301.1094970703125,29946.76953125
2020-03-27,1550.2684326171875,1825.7059326171875,486.0967712402344,74.511474609375,2256.062255859375,397.6196594238281,1812.4857177734375,135.44493103027344,35.41590881347656,435.4011535644531,88.4969253540039,396.9048767089844,33.948204040527344,142.27053833007812,285.7787170410156,1278.0498046875,600.27294921875,277.25048828125,426.7558288574219,309.5657043457031,29815.58984375
2020-03-30,1541.53369140625,1772.522216796875,462.82470703125,73.37603759765625,2205.482421875,420.6426086425781,1845.2760009765625,127.49764251708984,36.12932205200195,406.5126647949219,85.8371810913086,397.43597412109375,33.771732330322266,133.6751251220703,264.46490478515625,1260.2589111328125,617.6685791015625,273.11822509765625,447.8563537597656,296.3528137207031,28440.3203125
2020-03-31,1608.66162109375,1799.3585205078125,455.68621826171875,84.43656158447266,2397.194091796875,411.7839050292969,1936.777587890625,134.07974243164062,38.957496643066406,436.1418762207031,92.5107192993164,339.10736083984375,36.02171325683594,137.57359313964844,275.4842834472656,1333.48681640625,635.31201171875,286.63311767578125,478.7444152832031,313.649658203125,29468.490234375
2020-04-01,1548.048583984375,1823.3509521484375,446.7060546875,81.00352478027344,2282.532470703125,402.5844421386719,1833.4364013671875,129.3503875732422,38.600791931152344,424.3395690917969,88.69035339355469,330.5608825683594,34.85260772705078,134.28570556640625,263.546630859375,1270.28466796875,629.8108520507812,272.38897705078125,433.1961364746094,294.04656982421875,28265.310546875
2020-04-03,1468.3250732421875,1806.7337646484375,447.96697998046875,84.74378967285156,2282.6220703125,437.19183349609375,1852.0972900390625,128.9115753173828,41.19965362548828,417.031005859375,85.98226165771484,302.50714111328125,35.0511360168457,131.5145263671875,271.5212097167969,1195.63134765625,644.7780151367188,259.8463439941406,441.2042236328125,286.55126953125,27590.94921875
2020-04-07,1567.4970703125,2024.4892578125,468.0470275878906,93.90743255615234,2526.338623046875,478.9056396484375,2012.05419921875,137.93150329589844,43.05963134765625,464.5365295410156,101.21533203125,370.87908935546875,36.6172981262207,148.65838623046875,310.7173156738281,1273.8724365234375,729.3277587890625,276.7643127441406,463.1096496582031,311.1031799316406,30067.2109375
2020-04-08,1553.5501708984375,1995.253662109375,457.61236572265625,91.5163345336914,2473.486572265625,499.3974609375,2111.156005859375,134.4698028564453,43.64564895629883,470.26483154296875,97.68511199951172,385.074951171875,36.109947204589844,145.27659606933594,315.6470031738281,1280.7034912109375,736.6626586914062,286.39007568359375,474.16839599609375,307.59576416015625,29893.9609375
2020-04-09,1594.9078369140625,2163.06884765625,478.8044128417969,92.18424987792969,2498.352783203125,564.1342163085938,2254.79052734375,145.97628784179688,44.71577072143555,465.524169921875,104.02015686035156,381.88812255859375,36.79376220703125,156.31442260742188,368.4723205566406,1325.869140625,733.29248046875,300.1481018066406,461.9657287597656,306.4426574707031,31159.619140625
2020-04-13,1620.8712158203125,2133.078125,445.7579345703125,93.5200424194336,2412.8359375,576.9841918945312,2281.05224609375,136.1275177001953,43.84947967529297,471.4006042480469,110.06502532958984,396.22882080078125,36.683467864990234,157.53561401367188,350.7833251953125,1352.9486083984375,701.9208984375,297.0853271484375,446.7122802734375,312.25634765625,30690.01953125
2020-04-15,1658.5615234375,2073.629638671875,456.7734069824219,94.49520111083984,2530.61669921875,576.8380737304688,2331.967529296875,136.7613525390625,44.1297492980957,464.8822326660156,111.27400207519531,409.5555725097656,36.70553207397461,160.77651977539062,341.35888671875,1448.538330078125,694.9329223632812,306.905517578125,455.9490966796875,336.7602233886719,30379.810546875
2020-04-16,1681.677734375,2078.072998046875,467.5555419921875,94.98944091796875,2529.4580078125,584.6260375976562,2332.6982421875,130.71556091308594,45.53110122680664,484.04241943359375,116.69020080566406,420.081787109375,37.389347076416016,160.91741943359375,344.935302734375,1450.0618896484375,678.7266845703125,314.10052490234375,438.8738098144531,348.964111328125,30602.609375
2020-04-17,1693.5009765625,2113.528564453125,496.31304931640625,96.13822937011719,2523.44189453125,582.240966796875,2272.671875,133.49465942382812,45.68396759033203,488.5855407714844,119.9786148071289,458.4202880859375,37.94081115722656,166.2249755859375,351.0733337402344,1446.228515625,696.320556640625,315.3158874511719,431.84027099609375,349.01214599609375,31588.720703125
2020-04-20,1671.35009765625,2114.728271484375,485.5110168457031,98.39575958251953,2523.130126953125,569.2449951171875,2279.834228515625,131.10560607910156,44.562889099121094,501.96807861328125,112.72476959228516,441.3272705078125,38.64668655395508,157.48863220214844,343.8720397949219,1440.920654296875,693.6939086914062,315.65618896484375,444.72088623046875,340.84417724609375,31648.0
2020-04-21,1665.5108642578125,2064.610107421875,455.90966796875,94.92265319824219,2549.8681640625,575.134521484375,2344.927734375,129.4966583251953,42.014984130859375,489.6225891113281,103.58492279052734,387.05462646484375,36.595237731933594,149.92657470703125,321.0600280761719,1450.651611328125,665.4942016601562,303.794189453125,434.5519714355469,332.147705078125,30636.7109375
2020-04-22,1749.529541015625,2116.994140625,473.9245910644531,95.26995849609375,2631.240478515625,571.5326538085938,2322.8564453125,130.1792449951172,42.9067497253418,497.523681640625,104.74553680419922,401.34710693359375,36.661415100097656,151.3356475830078,328.9862060546875,1510.659423828125,698.55078125,321.00384521484375,439.4669494628906,339.594970703125,31379.55078125
2020-04-23,1757.0096435546875,2160.802734375,469.25335693359375,94.90929412841797,2627.72021484375,571.0946655273438,2359.8857421875,133.59217834472656,42.4481315612793,482.1658935546875,107.55035400390625,396.03570556640625,36.683467864990234,150.25534057617188,335.9458312988281,1513.5589599609375,709.1566772460938,320.712158203125,443.5345764160156,334.9344177246094,31863.080078125
2020-04-24,1763.7657470703125,2173.287841796875,435.81463623046875,93.6803207397461,2730.21533203125,583.701171875,2366.609375,125.15736389160156,41.505401611328125,448.1416931152344,100.24815368652344,369.961669921875,35.933475494384766,143.96142578125,323.08990478515625,1479.50048828125,672.8291015625,316.8715515136719,426.7134094238281,322.8746643066406,31327.220703125
2020-04-27,1787.7987060546875,2225.938232421875,458.4860534667969,94.9493637084961,2889.9755859375,592.5599365234375,2364.270751953125,129.64292907714844,41.65828323364258,478.80792236328125,104.69717407226562,393.3800354003906,35.955535888671875,147.67201232910156,319.4651184082031,1514.443603515625,709.1566772460938,339.7691955566406,433.70458984375,335.991455078125,31743.080078125
2020-04-28,1760.67724609375,2188.749755859375,482.0410461425781,96.01800537109375,2846.347900390625,582.5817260742188,2302.392822265625,134.66482543945312,43.1105842590332,480.4375305175781,105.18077087402344,452.81915283203125,35.16142654418945,149.6917266845703,324.34649658203125,1527.90966796875,713.3692626953125,333.5464782714844,440.9923095703125,346.4176025390625,32114.51953125
